#,Card,Card type,Type,G.S.,Level,ATK,DFD,picture,card_wiki_url
636,Blue-winged Crown,Monster,Winged Beast,"Saturn, Venus",4.0,1600.0,1200.0,https://static.wikia.nocookie.net/yugioh/images/0/0e/BluewingedCrown-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224122,https://yugioh.fandom.com/wiki/Blue-winged_Crown_(FMR)
637,Trent,Monster,Plant,"Jupiter, Sun",5.0,1500.0,1800.0,https://static.wikia.nocookie.net/yugioh/images/1/18/Trent-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224356,https://yugioh.fandom.com/wiki/Trent_(FMR)
638,Queen of Autumn Leaves,Monster,Plant,"Jupiter, Moon",5.0,1800.0,1500.0,https://static.wikia.nocookie.net/yugioh/images/9/92/QueenofAutumnLeaves-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224353,https://yugioh.fandom.com/wiki/Queen_of_Autumn_Leaves_(FMR)
639,Amphibious Bugroth,Monster,Aqua,"Neptune, Sun",5.0,1850.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/7/76/AmphibiousBugroth-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224120,https://yugioh.fandom.com/wiki/Amphibious_Bugroth_(FMR)
640,Acid Crawler,Monster,Insect,"Jupiter, Venus",3.0,900.0,700.0,https://static.wikia.nocookie.net/yugioh/images/4/42/AcidCrawler-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224119,https://yugioh.fandom.com/wiki/Acid_Crawler_(FMR)
641,Invader of the Throne,Monster,Warrior,"Uranus, Venus",4.0,1350.0,1700.0,https://static.wikia.nocookie.net/yugioh/images/9/92/InvaderoftheThrone-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224349,https://yugioh.fandom.com/wiki/Invader_of_the_Throne_(FMR)
642,Mystical Sheep #1,Monster,Beast,"Venus, Saturn",3.0,1150.0,900.0,https://static.wikia.nocookie.net/yugioh/images/a/ad/MysticalSheep1-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224351,https://yugioh.fandom.com/wiki/Mystical_Sheep_1_(FMR)
643,Disk Magician,Monster,Machine,"Moon, Uranus",4.0,1350.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/8/80/DiskMagician-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224124,https://yugioh.fandom.com/wiki/Disk_Magician_(FMR)
644,Flame Viper,Monster,Pyro,"Mars, Pluto",2.0,400.0,450.0,https://static.wikia.nocookie.net/yugioh/images/2/2e/FlameViper-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224125,https://yugioh.fandom.com/wiki/Flame_Viper_(FMR)
645,Royal Guard,Monster,Machine,"Uranus, Mercury",6.0,1900.0,2200.0,https://static.wikia.nocookie.net/yugioh/images/e/e8/RoyalGuard-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224354,https://yugioh.fandom.com/wiki/Royal_Guard_(FMR)
646,Gruesome Goo,Monster,Aqua,"Neptune, Moon",3.0,1300.0,700.0,https://static.wikia.nocookie.net/yugioh/images/b/b8/GruesomeGoo-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224126,https://yugioh.fandom.com/wiki/Gruesome_Goo_(FMR)
647,Hyosube,Monster,Aqua,"Neptune, Venus",4.0,1500.0,900.0,https://static.wikia.nocookie.net/yugioh/images/b/bf/Hyosube-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224128,https://yugioh.fandom.com/wiki/Hyosube_(FMR)
648,Machine Attacker,Monster,Machine,"Moon, Neptune",5.0,1600.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/8/87/MachineAttacker-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224350,https://yugioh.fandom.com/wiki/Machine_Attacker_(FMR)
649,Hibikime,Monster,Warrior,"Mercury, Uranus",4.0,1450.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/e/e4/Hibikime-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224127,https://yugioh.fandom.com/wiki/Hibikime_(FMR)
650,Whiptail Crow,Monster,Fiend,"Moon, Mercury",5.0,1650.0,1600.0,https://static.wikia.nocookie.net/yugioh/images/7/7d/WhiptailCrow-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224356,https://yugioh.fandom.com/wiki/Whiptail_Crow_(FMR)
651,Kunai with Chain,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/f/fe/KunaiwithChain-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203541,https://yugioh.fandom.com/wiki/Kunai_with_Chain_(FMR)
652,Magical Labyrinth,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/1/10/MagicalLabyrinth-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224350,https://yugioh.fandom.com/wiki/Magical_Labyrinth_(FMR)
653,Warrior Elimination,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/3/30/WarriorElimination-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203808,https://yugioh.fandom.com/wiki/Warrior_Elimination_(FMR)
654,Salamandra,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/d/de/Salamandra-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203720,https://yugioh.fandom.com/wiki/Salamandra_(FMR)
655,Cursebreaker,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/9/99/Cursebreaker-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203212,https://yugioh.fandom.com/wiki/Cursebreaker_(FMR)
656,Eternal Rest,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/7/71/EternalRest-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203535,https://yugioh.fandom.com/wiki/Eternal_Rest_(FMR)
657,Megamorph,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/2/28/Megamorph-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203715,https://yugioh.fandom.com/wiki/Megamorph_(FMR)
658,Metalmorph,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/5/50/Metalmorph-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224351,https://yugioh.fandom.com/wiki/Metalmorph_(FMR)
659,Winged Trumpeter,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/b/bd/WingedTrumpeter-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203810,https://yugioh.fandom.com/wiki/Winged_Trumpeter_(FMR)
660,Stain Storm,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/e/e2/StainStorm-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203725,https://yugioh.fandom.com/wiki/Stain_Storm_(FMR)
661,Crush Card,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/1/1b/CrushCard-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203212,https://yugioh.fandom.com/wiki/Crush_Card_(FMR)
662,Eradicating Aerosol,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/4/42/EradicatingAerosol-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224124,https://yugioh.fandom.com/wiki/Eradicating_Aerosol_(FMR)
663,Breath of Light,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/c/c8/BreathofLight-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224122,https://yugioh.fandom.com/wiki/Breath_of_Light_(FMR)
664,Eternal Draught,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/f/f3/EternalDraught-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224124,https://yugioh.fandom.com/wiki/Eternal_Draught_(FMR)
665,Curse of Millennium Shield,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/6/62/CurseofMillenniumShield-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203213,https://yugioh.fandom.com/wiki/Curse_of_Millennium_Shield_(FMR)
666,Yamadron Ritual,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/1/1a/YamadronRitual-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203811,https://yugioh.fandom.com/wiki/Yamadron_Ritual_(FMR)
667,Gate Guardian Ritual,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/8/8b/GateGuardianRitual-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203536,https://yugioh.fandom.com/wiki/Gate_Guardian_Ritual_(FMR)
668,Bright Castle,Equip,,,,,,https://static.wikia.nocookie.net/yugioh/images/5/5a/BrightCastle-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224123,https://yugioh.fandom.com/wiki/Bright_Castle_(FMR)
669,Shadow Spell,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/d/db/ShadowSpell-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203723,https://yugioh.fandom.com/wiki/Shadow_Spell_(FMR)
670,Black Luster Ritual,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/2/2c/BlackLusterRitual-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203209,https://yugioh.fandom.com/wiki/Black_Luster_Ritual_(FMR)
671,Zera Ritual,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/f/fc/ZeraRitual-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203812,https://yugioh.fandom.com/wiki/Zera_Ritual_(FMR)
672,Harpie's Feather Duster,Magic,,,,,,https://static.wikia.nocookie.net/yugioh/images/e/ee/HarpiesFeatherDuster-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215203536,https://yugioh.fandom.com/wiki/Harpie's_Feather_Duster_(FMR)
673,War-lion Ritual,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/2/29/WarlionRitual-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224356,https://yugioh.fandom.com/wiki/War-lion_Ritual_(FMR)
674,Beastry Mirror Ritual,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/1/10/BeastryMirrorRitual-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224122,https://yugioh.fandom.com/wiki/Beastry_Mirror_Ritual
675,Ultimate Dragon,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/4/42/UltimateDragon-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215205521,https://yugioh.fandom.com/wiki/Ultimate_Dragon_(FMR)
676,Commencement Dance,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/9/98/CommencementDance-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224123,https://yugioh.fandom.com/wiki/Commencement_Dance_(FMR)
677,Hamburger Recipe,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/7/7d/HamburgerRecipe-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224126,https://yugioh.fandom.com/wiki/Hamburger_Recipe_(FMR)
678,Revival of Sennen Genjin,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/9/96/RevivalofSennenGenjin-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224354,https://yugioh.fandom.com/wiki/Revival_of_Sennen_Genjin_(FMR)
679,Novox's Prayer,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/5/5a/NovoxsPrayer-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131222224353,https://yugioh.fandom.com/wiki/Novox's_Prayer_(FMR)
680,Curse of Tri-Horned Dragon,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/6/6d/CurseofTriHornedDragon-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215205513,https://yugioh.fandom.com/wiki/Curse_of_Tri-Horned_Dragon_(FMR)
681,House of Adhesive Tape,Trap,,,,,,https://static.wikia.nocookie.net/yugioh/images/6/6d/HouseofAdhesiveTape-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131223013338,https://yugioh.fandom.com/wiki/House_of_Adhesive_Tape_(FMR)
682,Eatgaboon,Trap,,,,,,https://static.wikia.nocookie.net/yugioh/images/1/18/Eatgaboon-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131223013336,https://yugioh.fandom.com/wiki/Eatgaboon_(FMR)
683,Bear Trap,Trap,,,,,,https://static.wikia.nocookie.net/yugioh/images/8/87/BearTrap-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131223013335,https://yugioh.fandom.com/wiki/Bear_Trap_(FMR)
684,Invisible Wire,Trap,,,,,,https://static.wikia.nocookie.net/yugioh/images/d/dc/InvisibleWire-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131223013339,https://yugioh.fandom.com/wiki/Invisible_Wire_(FMR)
685,Acid Trap Hole,Trap,,,,,,https://static.wikia.nocookie.net/yugioh/images/3/3b/AcidTrapHole-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215205511,https://yugioh.fandom.com/wiki/Acid_Trap_Hole_(FMR)
686,Widespread Ruin,Trap,,,,,,https://static.wikia.nocookie.net/yugioh/images/1/11/WidespreadRuin-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131223013341,https://yugioh.fandom.com/wiki/Widespread_Ruin_(FMR)
687,Goblin Fan,Trap,,,,,,https://static.wikia.nocookie.net/yugioh/images/d/d6/GoblinFan-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131223013338,https://yugioh.fandom.com/wiki/Goblin_Fan_(FMR)
688,Bad Reaction to Simochi,Trap,,,,,,https://static.wikia.nocookie.net/yugioh/images/0/03/BadReactiontoSimochi-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131223013334,https://yugioh.fandom.com/wiki/Bad_Reaction_to_Simochi_(FMR)
689,Reverse Trap,Trap,,,,,,https://static.wikia.nocookie.net/yugioh/images/0/02/ReverseTrap-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20140216215504,https://yugioh.fandom.com/wiki/Reverse_Trap_(FMR)
690,Fake Trap,Trap,,,,,,https://static.wikia.nocookie.net/yugioh/images/3/39/FakeTrap-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131223013337,https://yugioh.fandom.com/wiki/Fake_Trap_(FMR)
691,Revived of Serpent Night Dragon,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/f/f6/RevivedofSerpentNightDragon-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131223013341,https://yugioh.fandom.com/wiki/Revived_of_Serpent_Night_Dragon
692,Turtle Oath,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/1/15/TurtleOath-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131223013341,https://yugioh.fandom.com/wiki/Turtle_Oath_(FMR)
693,Contruct of Mask,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/d/dc/ContructofMask-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131223013335,https://yugioh.fandom.com/wiki/Contruct_of_Mask
694,Resurrection of Chakra,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/1/1e/ResurrectionofChakra-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131223013340,https://yugioh.fandom.com/wiki/Resurrection_of_Chakra_(FMR)
695,Puppet Ritual,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/1/1a/PuppetRitual-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131223013340,https://yugioh.fandom.com/wiki/Puppet_Ritual_(FMR)
696,Javelin Beetle Pact,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/7/79/JavelinBeetlePact-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131223013339,https://yugioh.fandom.com/wiki/Javelin_Beetle_Pact_(FMR)
697,Garma Sword Oath,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/2/2a/GarmaSwordOath-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131223013337,https://yugioh.fandom.com/wiki/Garma_Sword_Oath_(FMR)
698,Cosmo Queen's Prayer,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/c/ce/CosmoQueensPrayer-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131223013335,https://yugioh.fandom.com/wiki/Cosmo_Queen's_Prayer_(FMR)
699,Revival of Skeleton Rider,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/2/2b/RevivalofSkeletonRider-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131223013340,https://yugioh.fandom.com/wiki/Revival_of_Skeleton_Rider_(FMR)
700,Fortress Whale's Oath,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/9/98/FortressWhalesOath-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131223013337,https://yugioh.fandom.com/wiki/Fortress_Whale's_Oath_(FMR)
701,Performance of Sword,Monster,Warrior,"Sun, Saturn",6.0,1950.0,1850.0,https://static.wikia.nocookie.net/yugioh/images/5/55/PerformanceofSword-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131223013339,https://yugioh.fandom.com/wiki/Performance_of_Sword_(FMR)
702,Hungry Burger,Monster,Warrior,"Moon, Mars",6.0,2000.0,1850.0,https://static.wikia.nocookie.net/yugioh/images/9/96/HungryBurger-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131223013338,https://yugioh.fandom.com/wiki/Hungry_Burger_(FMR)
703,Sengenjin,Monster,Beast-Warrior,"Jupiter, Mercury",8.0,2750.0,2500.0,https://static.wikia.nocookie.net/yugioh/images/2/2a/Sengenjin-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133335,https://yugioh.fandom.com/wiki/Sengenjin_(FMR)
704,Skull Guardian,Monster,Warrior,"Sun, Jupiter",7.0,2050.0,2500.0,https://static.wikia.nocookie.net/yugioh/images/b/b1/SkullGuardian-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133335,https://yugioh.fandom.com/wiki/Skull_Guardian_(FMR)
705,Tri-horned Dragon,Monster,Dragon,"Moon, Jupiter",8.0,2850.0,2350.0,https://static.wikia.nocookie.net/yugioh/images/e/eb/TrihornedDragon-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215205520,https://yugioh.fandom.com/wiki/Tri-horned_Dragon_(FMR)
706,Serpent Night Dragon,Monster,Dragon,"Mercury, Pluto",7.0,2350.0,2400.0,https://static.wikia.nocookie.net/yugioh/images/c/c8/SerpentNightDragon-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20140216215504,https://yugioh.fandom.com/wiki/Serpent_Night_Dragon_(FMR)
707,Skull Knight,Monster,Spellcaster,"Mercury, Neptune",7.0,2650.0,2250.0,https://static.wikia.nocookie.net/yugioh/images/5/50/SkullKnight-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215205519,https://yugioh.fandom.com/wiki/Skull_Knight_(FMR)
708,Cosmo Queen,Monster,Spellcaster,"Venus, Uranus",8.0,2900.0,2450.0,https://static.wikia.nocookie.net/yugioh/images/3/37/CosmoQueen-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215205513,https://yugioh.fandom.com/wiki/Cosmo_Queen_(FMR)
709,Chakra,Monster,Fiend,"Mercury, Moon",7.0,2450.0,2000.0,https://static.wikia.nocookie.net/yugioh/images/4/44/Chakra-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133336,https://yugioh.fandom.com/wiki/Chakra_(FMR)
710,Crab Turtle,Monster,Aqua,"Neptune, Jupiter",8.0,2550.0,2500.0,https://static.wikia.nocookie.net/yugioh/images/4/46/CrabTurtle-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133336,https://yugioh.fandom.com/wiki/Crab_Turtle_(FMR)
711,Mikazukinoyaiba,Monster,Dragon,"Sun, Uranus",7.0,2200.0,2350.0,https://static.wikia.nocookie.net/yugioh/images/7/79/Mikazukinoyaiba-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20140216215501,https://yugioh.fandom.com/wiki/Mikazukinoyaiba_(FMR)
712,Meteor Dragon,Monster,Dragon,"Uranus, Neptune",6.0,1800.0,2000.0,https://static.wikia.nocookie.net/yugioh/images/f/f6/MeteorDragon-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215205517,https://yugioh.fandom.com/wiki/Meteor_Dragon_(FMR)
713,Meteor B. Dragon,Monster,Dragon,"Mars, Sun",8.0,3500.0,2000.0,https://static.wikia.nocookie.net/yugioh/images/f/fa/MeteorBDragon-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215205517,https://yugioh.fandom.com/wiki/Meteor_B._Dragon_(FMR)
714,Firewing Pegasus,Monster,Beast,"Mars, Moon",6.0,2250.0,1800.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Firewing_Pegasus_(FMR)
715,Psycho-Puppet,Monster,Fiend,"Moon, Saturn",7.0,2000.0,2350.0,https://static.wikia.nocookie.net/yugioh/images/c/c9/PsychoPuppet-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20140216215504,https://yugioh.fandom.com/wiki/Psycho-Puppet_(FMR)
716,Garma Sword,Monster,Warrior,"Moon, Uranus",7.0,2550.0,2150.0,https://static.wikia.nocookie.net/yugioh/images/6/6c/GarmaSword-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133337,https://yugioh.fandom.com/wiki/Garma_Sword_(FMR)
717,Javelin Beetle,Monster,Insect,"Jupiter, Uranus",8.0,2450.0,2550.0,https://static.wikia.nocookie.net/yugioh/images/4/4f/JavelinBeetle-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133337,https://yugioh.fandom.com/wiki/Javelin_Beetle_(FMR)
718,Fortress Whale,Monster,Fish,"Neptune, Saturn",7.0,2350.0,2150.0,https://static.wikia.nocookie.net/yugioh/images/d/d6/FortressWhale-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20140216215324,https://yugioh.fandom.com/wiki/Fortress_Whale_(FMR)
719,Dokurorider,Monster,Zombie,"Uranus, Mars",6.0,1900.0,1850.0,https://static.wikia.nocookie.net/yugioh/images/6/66/Dokurorider-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215205514,https://yugioh.fandom.com/wiki/Dokurorider_(FMR)
720,Mask of Shine & Dark,Monster,Spellcaster,"Venus, Pluto",6.0,2000.0,1800.0,https://static.wikia.nocookie.net/yugioh/images/e/ea/MaskofShineDark-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133338,https://yugioh.fandom.com/wiki/Mask_of_Shine_%26_Dark_(FMR)
721,Dark Magic Ritual,Ritual,,,,,,https://static.wikia.nocookie.net/yugioh/images/c/cc/DarkMagicRitual-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215205514,https://yugioh.fandom.com/wiki/Dark_Magic_Ritual_(FMR)
722,Magician of Black Chaos,Monster,Spellcaster,"Mercury, Mars",8.0,2800.0,2600.0,https://static.wikia.nocookie.net/yugioh/images/a/ad/MagicianofBlackChaos-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131215205516,https://yugioh.fandom.com/wiki/Magician_of_Black_Chaos_(FMR)
